Twitter Handle,Twitter ID,Full Name,Person/Company,Number of followers,Number of friends,Number of total tweets,Description,Location (raw),Profile Image URL,Insider Score,Listening,Emergence Score,Age of account (days),Tweets per day,First Name,Last Name,Location (continent),Location (country),Location (region),Location (sub_region),Related Website,Insider Blogs,StackOverflow,Instagram,Pinterest,YouTube,Google+,SlideShare,LinkedIn,Quora,AngelList,Facebook,Community Id,Community Name,Facebook ID
bobgourley,14554287,Bob Gourley,person,14153,12382,16742,"A CTO with interests in #BigData, #NatSec, #Cyber. Author of The Cyber Threat http://t.co/jiEsLBPQDG. Publisher @CTOvision. Partner @CognitoCorp","Washington, DC",http://pbs.twimg.com/profile_images/2163639797/b1png_normal.png,143,190,0.053966858,2661,6,Bob,Gourley,North America,United States of America,District of Columbia,Washington,http://ctovision.com,https://ctovision.com/feed/,,,http://www.pinterest.com/robertdgourley,http://youtube.com/user/ctovision,https://plus.google.com/106687639926265215095,,http://www.linkedin.com/in/robertgourley,http://www.quora.com/bob-gourley,http://www.angellist.com/476509,http://www.facebook.com/689404702,1,,
BIScorecard,19915112,Cindi Howson,person,12498,1040,5826,"Gartner VP Research, Business intelligence & analytics. Product insights from hands-on testing. Opinions are my own. Wine, coffee & chocolate lover.","Sparta, NJ",http://pbs.twimg.com/profile_images/570634033034321920/7RUsIafd_normal.jpeg,142,78,0.059961728,2379,2,Cindi,Howson,North America,United States of America,New Jersey,,http://blogs.gartner.com/cindi-howson/,http://blogs.gartner.com/cindi-howson/feed/,,,,,,,http://www.linkedin.com/in/biscorecard,,,http://www.facebook.com/798253216,1,,
shawnrog,805323,Shawn Rogers,person,11842,1924,9024,"Serial Media/Internet Entrepreneur. Big Data, Social Media and Analytics expert, habitual early adopter.",Boulder Colorado,http://pbs.twimg.com/profile_images/585113963269988352/LhrGtOIQ_normal.png,139,75,0.045252133,3083,2,Shawn,Rogers,North America,United States of America,Colorado,,http://www.analyticresponse.com,,,,http://www.pinterest.com/shawnrog,http://youtube.com/user/shawnrog,https://plus.google.com/113145373765459827987,,http://www.linkedin.com/in/shawnrogers,http://www.quora.com/shawn-rogers,,http://www.facebook.com/705111064,1,,
johnlmyers44,16688845,johnlmyers44,company,7045,1046,13991,Managing Research Director for EMA's Business Intelligence and Data Warehousing practice specializing in telecom analytics and business process management,"Boulder, Colorado",http://pbs.twimg.com/profile_images/1710517411/headshot_normal.jpg,139,70,0.055980531,2494,5,,johnlmyers44,North America,United States of America,Colorado,Denver,http://www.enterprisemanagement.com/about/team/John_Myers.php,,,,,,https://plus.google.com/114646849490236126142,,http://www.linkedin.com/in/johnlmyers,,,,1,,
josh_wills,14578294,Josh Wills,person,8123,906,7942,"@Cloudera Data Scientist and Apache Crunch committer.
I mostly tweet about data science and postmodern lit. Yeah, I know.","San Francisco, CA",http://pbs.twimg.com/profile_images/472789463626547200/1-KHOqql_normal.jpeg,138,54,0.052118229,2659,2,Josh,Wills,North America,United States of America,California,San Francisco,http://crunch.apache.org,,,,,http://youtube.com/user/clouderahadoop,https://plus.google.com/100587561646339426146,,http://www.linkedin.com/in/joshwills,http://www.quora.com/josh-wills,http://www.angellist.com/30636,http://www.facebook.com/699271306,2,,
maslett,20518767,Matt Aslett,person,5738,329,8498,"Research director, data platforms and analytics, 451 Research. How's my research directing? 1-212-505-3030",The English countryside,http://pbs.twimg.com/profile_images/448038469386784768/2VmxA4n2_normal.jpeg,134,47,0.056773999,2372,3,Matt,Aslett,North America,United States of America,Tennessee,Knoxville,https://www.451research.com/biography?eid=333,,,,,,,,http://www.linkedin.com/pub/matt-barrett/45/673/a79,,,,1,,
nancykoppdw,260909325,Nancy Kopp- Hensley,person,4105,3237,6978,"I believe #data can change our lives  #bigdata,  #datawarehouse, #analytics,   Cubs & Hawks Fan, #Runner, Work @ #IBM. Opinions are my own, but willing to share",Chicago,http://pbs.twimg.com/profile_images/492709113328312320/truxVi8h_normal.jpeg,133,168,0.082712706,1619,4,Nancy,Hensley,North America,United States of America,Illinois,Chicago,http://ibmdatamag.com/author/nkopp/,,,,,,,,http://www.linkedin.com/pub/nancy-kopp-hensley/2/8b/300,,,,1,,
flowingdata,14109167,Nathan Yau,person,48110,301,8964,"Statistician, with a specialty in visualization and a background in eating and beer. FlowingData.",California,http://pbs.twimg.com/profile_images/585826994526355456/R3tYT5Kj_normal.png,132,18,0.048924564,2709,3,Nathan,Yau,North America,United States of America,California,Los Angeles,http://flowingdata.com,http://flowingdata.com/feed,,,http://www.pinterest.com/flowingdata,http://youtube.com/user/mondegreen2,https://plus.google.com/116588756103790163768,,http://www.linkedin.com/pub/nathan-yau/a/31a/16b,http://www.quora.com/nathan-yau,,http://www.facebook.com/1206620,2,,
datameer,108471290,Datameer,company,9026,1217,7555,"Hadoop-based Big Data Analytics. Single, self-service application for big data integration, analytics & visualization. Free 14-day trial: http://t.co/3n4nuVWf6a",San Francisco,http://pbs.twimg.com/profile_images/1562714971/256x256_wBG_normal.png,130,128,0.064651035,2022,3,,Datameer,North America,United States of America,California,San Francisco,http://www.datameer.com,,,,http://www.pinterest.com/datameer,,,,http://in.linkedin.com/in/subrotosanyal,,,http://www.facebook.com/769906778,1,,
TedRubin,16261638,Ted Rubin,person,295486,295769,195005,"'Life is not about waiting for the storm to pass... it's about learning to dance in the rain.' :-)
 http://t.co/wrWmL8ekHC",NY,http://pbs.twimg.com/profile_images/2721771528/cac299d7e9abf03128df9b995648f5f5_normal.jpeg,128,121,0.050974233,2522,77,Ted,Rubin,North America,United States of America,New York,,http://about.me/tedrubin,,,,http://www.pinterest.com/tedrubin,http://youtube.com/user/tedrubinusa,https://plus.google.com/111707708469427802982,,http://www.linkedin.com/in/tedrubin,http://www.quora.com/ted-rubin,http://www.angellist.com/227112,http://www.facebook.com/591878400,4,,
1010data,48733185,1010data,company,4917,4716,875,1010data is the world’s leading big data discovery and data sharing platform. #BigData #Analytics #BigDataDiscovery  #AdvancedAnalytics  #DataBlending,New York,http://pbs.twimg.com/profile_images/1817839644/1010data_Logo_Red_St_5CFC58_normal.jpg,127,273,0.056919297,2242,0,,1010data,North America,United States of America,New York,,http://www.1010data.com,,,,,,,,http://cn.linkedin.com/pub/yang-wang/20/260/528,,,,1,,
pacoid,14066472,paco nathan,company,5819,5016,8571,"Evil Mad Scientist; @OReillyMedia, @AmplifyPartners, @galvanizeU; treehugging SLO native #Green; formerly #FringeWare, etc.; DM deleter",Ecotopia,http://pbs.twimg.com/profile_images/897599578/pinguino_normal.jpg,127,136,0.046933376,2717,3,,nathan,North America,United States of America,Oregon,,http://liber118.com/pxn/,,http://www.stackoverflow.com/cv/employer/170525,,http://www.pinterest.com/ceteri,http://youtube.com/user/hugojunot,https://plus.google.com/110794698656267747127,http://www.slideshare.com/pacoid/getting-started-on-hadoop,http://www.linkedin.com/in/ceteri,http://www.quora.com/Paco-Nathan,http://www.angellist.com/pacoid,http://www.facebook.com/1034170984,2,,
andrewbrust,14457688,Andrew Brust,person,6664,1064,16437,Technical Marketing Director at Datameer; Big Data guy at ZDNet; http://t.co/wUtB6yduG7 columnist; Microsoft tech influencer.,"New York, NY",http://pbs.twimg.com/profile_images/1826210109/AndrewBrust-_normal.jpg,127,51,0.047820834,2667,6,Andrew,Brust,North America,United States of America,New York,,,,,,http://www.pinterest.com/andrewbrust,,,,http://www.linkedin.com/in/brust,http://www.quora.com/andrew-brust,,http://www.facebook.com/558524992,1,,
lonestarsally,14387914,Sally McGee Barlow,person,5049,5158,8936,"RN, Assoc Dir Business #Analytics, MD Anderson #Cancer Center PhD candidate interests #Healthcare #HealthIT #HITsm #HCsm #BigData #T1d #Endcancer. Tweets mine.","Houston, TX",http://pbs.twimg.com/profile_images/432687196651274240/JUDS5pv4_normal.jpeg,125,129,0.046954661,2673,3,Sally,Barlow,North America,United States of America,Texas,Houston,http://www.linkedin.com/pub/sally-mcgee-barlow-ms-rn-phd-candidate/5/104/b6a,,,,,,,,http://www.linkedin.com/pub/sally-mcgee/63/bba/377,,,,4,,
Rubingh,23648764,Jeff Rubingh,person,41448,39614,3420,Leads Teams to Deliver Digital Solutions | Mobile | Cloud | Social | Business Intelligence | HTML 5 | Big Data | mHealth,Seattle WA,http://pbs.twimg.com/profile_images/378800000413109677/ab09023b5531b2e0453466b7175cb964_normal.jpeg,123,152,0.052744019,2343,1,Jeff,Rubingh,North America,United States of America,Washington,Seattle,http://technologycreated.com,http://technologycreated.com/feed/,,,http://www.pinterest.com/rubingh,,https://plus.google.com/117348300783950974766,,http://www.linkedin.com/in/jeffrubingh,,,http://www.facebook.com/100000785809549,4,,
tlipcon,16820641,Todd Lipcon,person,9014,687,3608,"Engineer at Cloudera, Hadoop/HBase committer, former Erlanger, machine learning enthusiast, Brown CS alumnus, wannabe pianist and cellist",San Francisco,http://pbs.twimg.com/profile_images/447073016879386626/rJDV6zDV_normal.jpeg,122,31,0.049260112,2488,1,Todd,Lipcon,North America,United States of America,California,San Francisco,,,,,,http://youtube.com/user/clouderahadoop,,,http://www.linkedin.com/pub/todd-lipcon/5/169/3aa,http://www.quora.com/todd-lipcon,,http://www.facebook.com/1000362,2,,
prussom,28233875,Philip Russom,person,5992,84,2633,"Industry Analyst for Big Data, Analytics, BI, DW, DI, DQ, MDM, DG","Lexington, Massachusetts",http://pbs.twimg.com/profile_images/118110352/Philip_Russom_070512_Head_Shot_Crop_normal.JPG,120,18,0.051951127,2321,1,Philip,Russom,North America,United States of America,Massachusetts,Boston,http://www.linkedin.com/in/philiprussom,,,,,,,,http://www.linkedin.com/in/philiprussom,,,,1,,
DataStax,132051240,DataStax,company,19207,355,3793,"DataStax delivers Apache Cassandra, the fastest, most scalable distributed database to enterprise and powers real-time online applications for 500+ customers.","Silicon Valley, CA",http://pbs.twimg.com/profile_images/552181053750652928/VOtKXiQ6_normal.png,119,43,0.061508452,1946,1,,DataStax,North America,United States of America,California,,http://www.datastax.com,http://feeds.feedburner.com/datastax,,,,,,,http://www.linkedin.com/in/tomaliotti,,,,1,,
mphnyc,20453726,Michael Hiskey,person,2636,1406,11662,18. Outspoken purveyor of disruptive B2B Enterprise Technology. Coalescing the vapor of #Marketing & human existence into a palatable whole. #BigData #Analytics,"New York, and often on a plane",http://pbs.twimg.com/profile_images/3704191784/e61ea0441eeb138d9c2572a87da33f8f_normal.jpeg,119,106,0.050400084,2372,4,Michael,Hiskey,North America,United States of America,New York,,http://about.me/mphnyc,,,,,,,,http://www.linkedin.com/pub/michael-h/2a/109/320,,,http://www.facebook.com/120156,1,,
mjasay,7617702,Matt Asay,person,15640,692,24268,"VP of Mobile at Adobe (@adobe) for @AdobeMktgCloud. Columnist for ReadWrite, TechRepublic, Infoworld. Arsenal fanatic. Family guy.","Salt Lake City, Utah",http://pbs.twimg.com/profile_images/3784195177/6e08e78bcba05079d35c69cda525125e_normal.png,119,39,0.040600211,2942,8,Matt,Asay,North America,United States of America,Utah,Salt Lake City,http://readwrite.com/author/matt-asay,,,,,http://youtube.com/user/bloomberg,https://plus.google.com/102691505480521008290,,http://www.linkedin.com/in/mjasay,,http://www.angellist.com/305506,http://www.facebook.com/515716483,1,,
John4man,419639256,John Foreman,person,11519,398,3340,Chief Data Scientist @MailChimp. My new book Data Smart (http://t.co/cD98w6v7SA) is out from @WileyTech. http://t.co/JJ06X4CAOS,Atlanta,http://pbs.twimg.com/profile_images/442113294963191808/mjjlPCu0_normal.jpeg,118,28,0.087784722,1355,2,John,Foreman,North America,United States of America,Georgia,Atlanta,http://john-foreman.com,,,,,,,,http://www.linkedin.com/in/johnwforeman,,,http://www.facebook.com/4937127,2,,
markITwrite,479758700,markITwrite Tech,company,57967,62309,24576,From FinTech & Big Data to App Dev - Leading Digital Agency providing superior quality written content and social media management to the tech industry.,Falmouth,http://pbs.twimg.com/profile_images/552442368524169216/jZJVlko1_normal.jpeg,117,128,0.091758531,1286,19,,Tech,North America,United States of America,Massachusetts,Falmouth,http://www.markitwrite.com,http://www.markitwrite.com/feed/,,,http://www.pinterest.com/markitwrite,,https://plus.google.com/109822713436643034257,,http://www.linkedin.com/pub/kerry-butters/36/a23/549,,,http://www.facebook.com/590623702,4,,
Everydata,1925121408,Everydata,company,16318,15632,4781,Helping People to Understand and Interpret Data in Their Everyday Lives.,"Washington, DC",http://pbs.twimg.com/profile_images/378800000559693995/4e1002ab254187bea1b3e5556592c6fb_normal.jpeg,117,105,0.17571999,677,7,,Everydata,North America,United States of America,District of Columbia,Washington,http://everydatabook.com,,,,,,https://plus.google.com/118333932631026623884,,http://se.linkedin.com/in/franciscorubiano,,,,4,,
qhardy,22387220,Quentin Hardy,person,21293,1336,22062,"Deputy Tech Editor, The New York Times. Tweets are my own, even the ones with the serial numbers filed off.",San Francisco,http://pbs.twimg.com/profile_images/584808167822852096/wrH-1Txt_normal.jpg,114,26,0.048694833,2352,9,Quentin,Hardy,North America,United States of America,California,San Francisco,,,,http://www.instagram.com/alexanderjbroad,http://www.pinterest.com/stevenkydd,,https://plus.google.com/103965582964444715563,http://www.slideshare.com/greatwallclub,http://www.linkedin.com/pub/quentin-hardy/0/35/8a1,,,http://www.facebook.com/557415849,3,,
DataKind,458647237,DataKind,company,15497,190,3893,"Harnessing the power of data science in the service of humanity. We have Chapters in Bangalore, Dublin, San Francisco, Singapore, the UK and Washington DC.","New York, NY",http://pbs.twimg.com/profile_images/501380312576704512/GD4WifJk_normal.png,114,18,0.087825164,1309,2,,DataKind,North America,United States of America,New York,,http://www.datakind.org,http://www.datakind.org/blog/feeds/atom/,,,,,,,http://www.linkedin.com/in/bencarte,,,,2,,
MandiBPro,705287821,Mandi Bishop,person,10988,5463,36129,#Healthdata geek. #HIMSS15 & #AHIPInstitute #SocialMedia. #DoMoreHIT Mod. @TeamFloriDUH #hdpalooza & #MedX. #Healthcare #Analytics Solutions Owner @DellHealth,"Jacksonville, FL",http://pbs.twimg.com/profile_images/594167798999429120/NfVQQjMU_normal.jpg,113,105,0.10224235,1116,32,Mandi,Bishop,North America,United States of America,Florida,,http://www.linkedin.com/in/mandibishop,,,,,,,,http://www.linkedin.com/in/mandibishop,,http://www.angellist.com/219865,,4,,
schmarzo,14083628,Bill Schmarzo,person,3176,2117,4855,"#DeanofBigData, author Big Data Understanding How Data Powers Big Business, EMC GS CTO, former VP Analytics Yahoo & Business Objects, Teaches Big Data MBA",Northern California,http://pbs.twimg.com/profile_images/417527060760764417/1sx3EDer_normal.jpeg,111,118,0.041077524,2713,1,Bill,Schmarzo,North America,United States of America,California,Mather,http://infocus.emc.com/author/william_schmarzo/,https://infocus.emc.com/feed/,,,,,,,http://www.linkedin.com/in/schmarzo,,,,1,,
LouisColumbus,15357143,LouisColumbus,company,18658,17679,11494,"Husband & Dad;Forbes contributor; VP, iBASEt; member of Enterprise Irregulars;love to teach & write;hike & travel for fun; baseball fanatic.","Placentia, CA USA",http://pbs.twimg.com/profile_images/458688325465804800/EBEomyAv_normal.jpeg,111,132,0.043072414,2588,4,,LouisColumbus,North America,United States of America,California,Placentia,http://www.linkedin.com/in/louiscolumbus,,,,,http://youtube.com/user/elias20062007,https://plus.google.com/107642915956571712929,http://www.slideshare.com/louis5000,http://www.linkedin.com/in/louiscolumbus,http://www.quora.com/Louis-Columbus,,,4,,
OReillyMedia,11069462,O'Reilly Media,company,76549,23360,26796,"O'Reilly Media spreads the knowledge of innovators through its books, video training, webcasts, events, and research.","Sebastopol, Cambridge, Farnham",http://pbs.twimg.com/profile_images/465950147369639936/EMnyIlO2_normal.png,111,100,0.039829907,2798,9,,Media,North America,United States of America,Massachusetts,Cambridge,http://oreilly.com/,http://feeds.feedburner.com/oreilly/news,,,http://www.pinterest.com/oreillymedia,http://youtube.com/user/OreillyMedia,https://plus.google.com/114305842815317774880,http://www.slideshare.com/oreillymedia,http://www.linkedin.com/in/company/o%27reilly-media,,,http://www.facebook.com/OReilly,2,,
