,city,state_l,metro,revenue,url,industry,workers,rank,id,yrs_on_list,growth,state_s,company
4154,Ferndale,Michigan,Detroit,18447000,pulse220,Advertising & Marketing,25,4183,9039,66.745,2,MI,Pulse220
4155,Roanoke,Virginia,"Roanoke, VA",18291313,alcova-mortgage,Financial Services,176,4184,21541,66.6109,4,VA,Alcova Mortgage
4156,Scottsdale,Arizona,Phoenix,729790362,international-cruise-and-excursions,Travel & Hospitality,1738,4185,22830,66.5724,2,AZ,International Cruise and Excursions
4157,Arlington,Virginia,"Washington, DC",29511049,millennium,Government Services,0,4186,17555,66.5035,6,VA,Millennium
4158,Warwick,Rhode Island,"Providence-New Bedford-Fall River, RI-MA",108466772,atrion,IT Services,259,4187,3711,66.463,7,RI,Atrion
4159,Dallas,Texas,Dallas,222479000,staff-one-hr,Human Resources,40,4188,38146,66.449,1,TX,Staff One HR
4160,Nashville,Tennessee,"Nashville-Davidson--Murfreesboro--Franklin, TN",10669605,bohan-advertising,Advertising & Marketing,81,4189,38147,66.3709,1,TN,BOHAN Advertising
4161,Detroit,Michigan,Detroit,6462529,skidmore-studio,Advertising & Marketing,32,4190,38148,66.2988,1,MI,Skidmore Studio
4162,St. Louis,Missouri,"St. Louis, MO-IL",92236327,kellymitchell,Human Resources,2135,4191,3029,66.2275,7,MO,KellyMitchell
4163,Waltham,Massachusetts,Boston,15607712,winslow-technology-group,IT Services,17,4192,17955,66.2212,4,MA,Winslow Technology Group
4164,Richmond,Virginia,"Richmond, VA",5954581,acorn-sign-graphics,Business Products & Services,52,4193,38149,66.2235,1,VA,Acorn Sign Graphics
4165,Atlanta,Georgia,Atlanta,13897221,kms-technology,IT Services,462,4194,26099,66.2012,2,GA,KMS Technology
4166,Alexandria,Virginia,"Washington, DC",4053639,two-marines-moving,Logistics & Transportation,85,4195,23568,66.1975,3,VA,Two Marines Moving
4167,Norcross,Georgia,Atlanta,13335861,mea|nea,Health,55,4196,1641,66.166,8,GA,MEA|NEA
4168,New York,New York,New York City,9235592,select-office-suites,Real Estate,23,4197,24472,66.1664,3,NY,Select Office Suites
4169,Gilbert,Arizona,Phoenix,2764091,wyatt-aerospace,Business Products & Services,7,4198,38150,66.1598,1,AZ,Wyatt Aerospace
4170,Charlotte,North Carolina,Charlotte,63173314,the-remi-group,Business Products & Services,104,4199,22375,66.1394,4,NC,The Remi Group
4171,Phoenix,Arizona,Phoenix,72599458,moon-valley-nursery,Consumer Products & Services,1000,4200,38151,66.115,1,AZ,Moon Valley Nursery
4172,Schenectady,New York,"Albany-Schenectady-Troy, NY",10001057,huff-n-puff,Construction,82,4201,8096,66.1158,3,NY,Huff 'N Puff
4173,Brooklyn,New York,New York City,2862176,bens-garden,Retail,72,4202,38152,66.1057,1,NY,Ben's Garden
4174,Stafford,Texas,Houston,54601121,kot-wholesale,Food & Beverage,30,4203,38153,66.1012,1,TX,K.O.T. Wholesale
4175,Washington,District of Columbia,"Washington, DC",26827951,ngp-van,Software,163,4204,19740,66.1011,9,DC,NGP VAN
4176,Salt Lake City,Utah,Salt Lake City,9489741,leonard-consulting,Government Services,10,4205,22147,66.0844,4,UT,Leonard Consulting
4177,Fort Worth,Texas,Dallas,49054538,hidalgo-industrial-services,Construction,375,4206,3988,66.0504,4,TX,Hidalgo Industrial Services
4178,Chadds Ford,Pennsylvania,Philadelphia,2482357,dorset-connects,IT Services,14,4207,38154,66.0295,1,PA,Dorset Connects
4179,Holbrook,New York,New York City,2391396,workcompedi,Business Products & Services,17,4208,23911,66.0206,3,NY,WorkCompEDI
4180,Arlington Heights,Illinois,Chicago,2391396,wcedi-management-solutions,Human Resources,21,4209,25039,66.0206,2,IL,WCEDI Management Solutions
4181,Nashville,Tennessee,"Nashville-Davidson--Murfreesboro--Franklin, TN",2403610,industrial-strength-marketing,Advertising & Marketing,15,4210,38155,65.9961,1,TN,Industrial Strength Marketing
4182,La Grange,Illinois,Chicago,5040008,id-additives,Manufacturing,7,4211,19733,65.9778,5,IL,iD Additives
4183,Baltimore,Maryland,Baltimore,59293696,cyberpoint-international,Security,174,4212,38156,65.9627,1,MD,CyberPoint International
4184,Eagan,Minnesota,Minneapolis,16710000,tempworks-software,Human Resources,125,4213,7036,65.9384,4,MN,TempWorks Software
4185,Greenville,South Carolina,"Greenville-Mauldin-Easley, SC",2040603,life-and-safety-consultants,Business Products & Services,9,4214,38157,65.9428,1,SC,Life and Safety Consultants
4186,Baltimore,Maryland,Baltimore,31822082,carchex,Consumer Products & Services,85,4215,223,65.9251,5,MD,Carchex
4187,Chicago,Illinois,Chicago,16319702,opinionlab,Advertising & Marketing,101,4216,24273,65.9332,3,IL,OpinionLab
4188,Wayzata,Minnesota,Minneapolis,52109860,rba,IT Services,295,4217,17425,65.7165,6,MN,RBA
4189,Tampa,Florida,Tampa,9878313,amzur-technologies,IT Services,70,4218,21861,65.6636,4,FL,Amzur Technologies
4190,Cincinnati,Ohio,Cincinnati,63226440,world-pac-paper,Business Products & Services,25,4219,153,65.6431,7,OH,World Pac Paper
4191,Chesterfield,Missouri,"St. Louis, MO-IL",22015538,cornerstone-mortgage,Financial Services,158,4220,19849,65.6186,4,MO,Cornerstone Mortgage
4192,Calverton,Maryland,"Washington, DC",8821635,versa-integrated-solutions,Government Services,58,4221,38158,65.548,1,MD,Versa Integrated Solutions
4193,Foothill Ranch,California,Los Angeles,4957824,secured-retail-networks,IT Services,13,4222,23458,65.5367,3,CA,Secured Retail Networks
4194,Bloomfield Hills,Michigan,Detroit,37918000,flexible-plan-investments,Financial Services,83,4223,13459,65.4796,6,MI,Flexible Plan Investments
4195,Syracuse,New York,"Syracuse, NY",19738493,pinckney-hugo-group,Advertising & Marketing,54,4224,1839,65.4751,8,NY,Pinckney Hugo Group
4196,York,Pennsylvania,"York-Hanover, PA",20981459,st-onge-company,Engineering,93,4225,38159,65.4327,1,PA,St. Onge Company
4197,Minneapolis,Minnesota,Minneapolis,52129881,north-star-resource-group,Financial Services,141,4226,4851,65.4084,4,MN,North Star Resource Group
4198,Broken Arrow,Oklahoma,"Tulsa, OK",3350486,integrated-business-technologies,IT Services,24,4227,21626,65.3733,4,OK,Integrated Business Technologies
4199,Walnut Creek,California,San Francisco,6725000,proforma-marketing-agency,Business Products & Services,13,4228,22217,65.3147,6,CA,Proforma Marketing Agency
4200,Paterson,New Jersey,New York City,4176320,century-service-affiliates,Manufacturing,40,4229,4239,65.3108,6,NJ,Century Service Affiliates
4201,Baltimore,Maryland,Baltimore,3164700,ram-supply-company,Business Products & Services,15,4230,24338,65.2757,3,MD,Ram Supply Company
4202,Brown Deer,Wisconsin,"Milwaukee-Waukesha-West Allis, WI",59876000,tapco,Manufacturing,185,4231,4706,65.2162,7,WI,TAPCO
4203,San Francisco,California,San Francisco,14342952,viscira,Software,93,4232,21835,65.2158,4,CA,Viscira
4204,Fairfax,Virginia,"Washington, DC",41910505,universal-consulting-services,Government Services,224,4233,1456,65.1859,8,VA,Universal Consulting Services
4205,Charlottesville,Virginia,"Charlottesville, VA",224131479,snl-financial,Financial Services,3021,4234,2499,65.1192,7,VA,SNL Financial
4206,Riverside,California,"Riverside-San Bernardino-Ontario, CA",11061680,empire-cell-phone-accessories,Consumer Products & Services,45,4235,20167,65.1172,3,CA,EMPIRE Cell Phone Accessories
4207,Quincy,Massachusetts,Boston,3925171,pharmalogics-recruiting,Health,35,4236,26335,65.105,2,MA,PharmaLogics Recruiting
4208,Alexandria,Virginia,"Washington, DC",3020362,faith-direct,Financial Services,13,4237,24237,65.1003,3,VA,Faith Direct
4209,Oakhurst,California,"Madera, CA",3111000,pizza-factory,Food & Beverage,210,4238,25995,65.0398,2,CA,Pizza Factory
4210,Cleveland,Ohio,Cleveland,12224739,corporate-united,Business Products & Services,38,4239,2980,65.0255,8,OH,Corporate United
4211,Seattle,Washington,Seattle,9211827,peoplefirm,Human Resources,54,4240,23653,65.03,3,WA,PeopleFirm
4212,Santa Monica,California,Los Angeles,2342557,ranklab,Advertising & Marketing,20,4241,38160,65.0287,1,CA,RankLab
4213,Farmington Hills,Michigan,Detroit,9788465,mango-languages,Education,55,4242,19552,65.018,5,MI,Mango Languages
4214,Bloomington,Minnesota,Minneapolis,11685009,javen-technologies,IT Services,80,4243,927,65.0084,6,MN,Javen Technologies
4215,Boothwyn,Pennsylvania,Philadelphia,102181568,pentec-health,Health,378,4244,19023,64.9981,6,PA,Pentec Health
4216,Miami,Florida,Miami,51451866,gastro-health,Health,506,4245,38161,64.9762,1,FL,Gastro Health
4217,Atlanta,Georgia,Atlanta,10606960,shelfgenie-franchise-systems,Consumer Products & Services,38,4246,526,64.9758,6,GA,ShelfGenie Franchise Systems
4218,Reston,Virginia,"Washington, DC",22842507,spire-investment-partners,Financial Services,28,4247,22101,64.86,4,VA,Spire Investment Partners
4219,Charlotte,North Carolina,Charlotte,4013761,cameron-m-harris-company,Insurance,27,4248,38162,64.8468,1,NC,Cameron M. Harris & Company
4220,San Diego,California,San Diego,7374754,computer-modules,Computer Hardware,15,4249,6816,64.8236,2,CA,Computer Modules
4221,Ft Mitchell,Kentucky,Cincinnati,10472143,stett-transportation,Logistics & Transportation,16,4250,38163,64.7978,1,KY,Stett Transportation
4222,Canton,Ohio,"Canton-Massillon, OH",12476024,incept,Advertising & Marketing,272,4251,38164,64.7611,1,OH,Incept
4223,Buffalo,New York,"Buffalo-Niagara Falls, NY",18475000,kee-safety,Manufacturing,55,4252,3982,64.7494,8,NY,Kee Safety
4224,Weymouth,Massachusetts,Boston,10345230,hill-partners,Business Products & Services,23,4253,4243,64.7406,3,MA,Hill & Partners
4225,Santee,California,San Diego,2053690,cash-practice,Software,17,4254,38165,64.744,1,CA,Cash Practice
4226,Boston,Massachusetts,Boston,12616617,sei-boston,IT Services,47,4255,940,64.6841,7,MA,SEI-Boston
4227,San Diego,California,San Diego,5276665,tgg-accounting,Financial Services,48,4256,21726,64.6478,4,CA,TGG Accounting
4228,newbury,Ohio,Cleveland,3513218,bonitas-international,Consumer Products & Services,30,4257,22767,64.5924,3,OH,Bonitas International
4229,Portland,Oregon,"Portland, OR",7280465,keen,Health,46,4258,2362,64.5455,8,OR,Keen
4230,Fort Lauderdale,Florida,Miami,160489492,the-results-companies,Business Products & Services,10965,4259,38166,64.4959,1,FL,The Results Companies
4231,New Orleans,Louisiana,"New Orleans-Metairie-Kenner, LA",5849260,search-influence,Advertising & Marketing,86,4260,19497,64.4577,5,LA,Search Influence
4232,Lansing,Michigan,"Lansing-East Lansing, MI",65089144,liquid-web,IT Services,451,4261,888,64.4498,9,MI,Liquid Web
4233,Covington,Kentucky,Cincinnati,15592078,tier1-performance-solutions,Business Products & Services,117,4262,2831,64.4422,9,KY,TiER1 Performance Solutions
4234,Mt Juliet,Tennessee,"Nashville-Davidson--Murfreesboro--Franklin, TN",9514162,wood-tex-products,Manufacturing,85,4263,38168,64.347,1,TN,Wood-Tex Products
4235,Woodbury,New York,New York City,4319870,american-business-continuity-centers,IT Services,18,4264,38167,64.3455,1,NY,American Business Continuity Centers
4236,Newberry,Florida,"Gainesville, FL",12382628,search,Government Services,90,4265,26114,64.335,2,FL,SEARCH
4237,Portland,Oregon,"Portland, OR",21642404,the-partners-group,Insurance,117,4266,20711,64.2686,3,OR,The Partners Group
4238,irvine,California,Los Angeles,2641189,imarket-solutions,Advertising & Marketing,27,4267,38169,64.2684,1,CA,iMarket Solutions
4239,Sterling Heights,Michigan,Detroit,5054725,dynamic-media,Media,22,4268,38170,64.1829,1,MI,Dynamic Media
4240,Conshohocken,Pennsylvania,Philadelphia,2624654,pennfleet,Business Products & Services,33,4269,20382,64.064,2,PA,PennFleet
4241,Houston,Texas,Houston,118614505,willis-group,Human Resources,200,4270,19996,64.0161,7,TX,Willis Group
4242,Walnut Creek,California,San Francisco,56097535,invision-communications,Business Products & Services,112,4271,4011,64.0059,6,CA,InVision Communications
4243,Ladson,South Carolina,"Charleston-North Charleston, SC",4894224,low-country-case-millwork,Construction,47,4272,3182,63.9464,3,SC,Low Country Case & Millwork
4244,Harahan,Louisiana,"New Orleans-Metairie-Kenner, LA",2217792,magnolia-physical-therapy,Health,30,4273,38171,63.9106,1,LA,Magnolia Physical Therapy
4245,Toledo,Ohio,"Toledo, OH",9301198,endevis,Human Resources,54,4274,19721,63.8525,4,OH,Endevis
4246,Orem,Utah,"Provo-Orem, UT",5106494,vetora,Retail,34,4275,23121,63.8452,3,UT,Vetora
4247,Elizabethtown,Kentucky,"Elizabethtown, KY",3677912,fitness-consulting-group,Health,27,4276,21371,63.8406,4,KY,Fitness Consulting Group
4248,Syracuse,Indiana,"Warsaw, IN",33015071,poly-wood,Manufacturing,163,4277,26284,63.8298,2,IN,Poly-Wood
4249,Akron,Ohio,"Akron, OH",8691943,sequoia-financial-group,Financial Services,49,4278,25114,63.7972,2,OH,Sequoia Financial Group
4250,Houston,Texas,Houston,2566919,inkbox-printing,Business Products & Services,18,4279,38172,63.7965,1,TX,InkBox Printing
4251,Tysons Corner,Virginia,"Washington, DC",29517301,neosystems,Financial Services,161,4280,18479,63.7651,6,VA,NeoSystems
4252,Greensboro,North Carolina,"Greensboro-High Point, NC",4330081,stearns-financial-group,Financial Services,19,4281,38173,63.7553,1,NC,Stearns Financial Group
4253,Birmingham,Alabama,"Birmingham-Hoover, AL",45064995,momentum-telecom,Telecommunications,300,4282,38174,63.7462,1,AL,Momentum Telecom
4254,SILVER SPRING,Maryland,"Washington, DC",11537292,3links-technologies,IT Services,96,4283,25046,63.7473,2,MD,3LINKS TECHNOLOGIES
4255,Guilderland Center,New York,"Albany-Schenectady-Troy, NY",2194161,pure-adapt,Retail,8,4284,38175,63.7023,1,NY,Pure Adapt
4256,Arlington,Virginia,"Washington, DC",16025000,fors-marsh-group,Business Products & Services,72,4285,23912,63.6874,3,VA,Fors Marsh Group
4257,Arlington,Virginia,"Washington, DC",10775035,main-event-caterers,Food & Beverage,104,4286,22195,63.6853,4,VA,Main Event Caterers
4258,Murfreesboro,Tennessee,"Nashville-Davidson--Murfreesboro--Franklin, TN",44362362,somerset,Logistics & Transportation,83,4287,5982,63.6487,2,TN,Somerset
4259,Sherman Oaks,California,Los Angeles,10680000,zerolag,IT Services,82,4288,38176,63.6531,1,CA,ZeroLag
4260,Harrisburg,Pennsylvania,"Harrisburg-Carlisle, PA",637975000,ollies-bargain-outlet-holdings,Retail,4500,4289,38177,63.6412,1,PA,Ollie?s Bargain Outlet Holdings
4261,Fresno,California,"Fresno, CA",5839246,bct-consulting,IT Services,47,4290,17984,63.6429,6,CA,BCT Consulting
4262,Miami Springs,Florida,Miami,6540507,zicom,Retail,12,4291,26070,63.5659,2,FL,Zicom
4263,Hialeah,Florida,Miami,48847963,north-american-transport-services,Logistics & Transportation,50,4292,25027,63.5617,2,FL,North American Transport Services
4264,Charlestown,Massachusetts,Boston,12294287,j2-interactive,Health,68,4293,38178,63.5092,1,MA,J2 Interactive
4265,Urbana,Iowa,"Cedar Rapids, IA",21085264,clickstop,Retail,95,4294,17892,63.4928,6,IA,Clickstop
4266,Tustin,California,Los Angeles,17425728,awsi,Business Products & Services,47,4295,1930,63.4685,6,CA,AWSI
4267,Overland Park,Kansas,"Kansas City, MO-KS",20250000,dimensional-innovations,Engineering,135,4296,38179,63.4514,1,KS,Dimensional Innovations
4268,Reading,Pennsylvania,"Reading, PA",6126746,ar-logix,Health,80,4297,38180,63.4352,1,PA,AR Logix
4269,Des Plaines,Illinois,Chicago,34295826,americaneaglecom,Business Products & Services,290,4298,20610,63.4222,4,IL,Americaneagle.com
4270,Virginia Beach,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC",5399136,workplace-solutions,Business Products & Services,16,4299,23513,63.4175,3,VA,Workplace Solutions
4271,Los Angeles,California,Los Angeles,2536422,payrollcentric,Business Products & Services,18,4300,24982,63.4155,2,CA,PayrollCentric
4272,Jersey City,New Jersey,New York City,15946704,net2source,IT Services,150,4301,26155,63.4062,2,NJ,Net2Source
4273,Austin,Texas,Austin,224673549,keller-williams-realty,Real Estate,246,4302,4687,63.3626,7,TX,Keller Williams Realty
4274,Addison,Texas,Dallas,37925000,credera,IT Services,180,4303,21983,63.3501,4,TX,Credera
4275,Lake in the Hills,Illinois,Chicago,6787563,g2-revolution,Environmental Services,40,4304,23449,63.3454,3,IL,g2 revolution
4276,North Hollywood,California,Los Angeles,174527120,north-hollywood-toyota,Consumer Products & Services,239,4305,38181,63.3163,1,CA,North Hollywood Toyota
4277,Norman,Oklahoma,"Oklahoma City, OK",12271000,weather-decision-technologies,Environmental Services,77,4306,2203,63.265,8,OK,Weather Decision Technologies
4278,Coral Springs,Florida,Miami,15449000,nordis-direct,Business Products & Services,97,4307,24427,63.2569,3,FL,Nordis Direct
4279,Austin,Texas,Austin,40998703,virtex-enterprises,Manufacturing,215,4308,1524,63.2529,6,TX,VirTex Enterprises
4280,Redmond,Washington,Seattle,28639778,maq-software,Advertising & Marketing,450,4309,822,63.2227,7,WA,MAQ Software
4281,Ann Arbor,Michigan,"Ann Arbor, MI",8557793,huron-valley-financial,Financial Services,80,4310,23644,63.1563,3,MI,Huron Valley Financial
4282,New York,New York,New York City,2408026,eye5-mktg-talent,Advertising & Marketing,4,4311,25888,63.1475,2,NY,Eye5 Mktg & Talent
4283,Hatboro,Pennsylvania,Philadelphia,70072219,benjamin-foods,Food & Beverage,70,4312,23716,63.0556,3,PA,Benjamin Foods
4284,Cleveland,Ohio,Cleveland,43994000,skoda-minotti,Financial Services,247,4313,4109,63.0555,12,OH,Skoda Minotti
4285,Brooklyn,New York,New York City,121087320,appliances-connection,Consumer Products & Services,122,4314,25195,63.0548,2,NY,Appliances Connection
4286,St. Petersburg,Florida,Tampa,8502142,cra-therapy,Education,151,4315,38182,63.0402,1,FL,CRA Therapy
4287,Houston,Texas,Houston,689444621,crane-worldwide-logistics,Logistics & Transportation,1531,4316,23570,63.0297,3,TX,Crane Worldwide Logistics
4288,Chatsworth,California,Los Angeles,4013363,puzzled,Consumer Products & Services,25,4317,24375,63.0165,3,CA,puzzled
4289,West Palm Beach,Florida,Miami,88651500,greenchem-industries,Business Products & Services,18,4318,21980,63.0092,3,FL,Greenchem Industries
4290,Marina Del Rey,California,Los Angeles,24516056,gebbs-healthcare-solutons,Health,3000,4319,171,63.0044,7,CA,GeBBS Healthcare Solutions
4291,Westborough,Massachusetts,"Worcester, MA",333025000,eclinicalworks,Health,3800,4320,592,62.9436,9,MA,eClinicalWorks
4292,Dakota Dunes,South Dakota,"Sioux City, IA-NE-SD",257856270,sterling-computers,Government Services,128,4321,20270,62.8962,4,SD,Sterling Computers
4293,Atlanta,Georgia,Atlanta,5801169,peachtreetents-events,Business Products & Services,46,4322,20543,62.8905,5,GA,PeachtreeTents & Events
4294,Albany,New York,"Albany-Schenectady-Troy, NY",12399000,tully-rinckey,Consumer Products & Services,114,4323,1588,62.807,7,NY,Tully Rinckey
4295,Chatsworth,California,Los Angeles,19921845,cal-net-technology-group,IT Services,100,4324,2650,62.7991,7,CA,Cal Net Technology Group
4296,Brooklyn Center,Minnesota,Minneapolis,58478000,sign-zone,Manufacturing,325,4325,3707,62.7893,8,MN,Sign-Zone
